Drug Name,CIDs
Famotidine,19831515
Famotidine,86820637
Famotidine,119057364
Famotidine,131697727
Famotidine,171936235
Fenfluramine,3337
Fenfluramine,65801
Fenfluramine,66264
Fenfluramine,66265
Fenfluramine,91452
Lactulose,3872
Lactulose,11333
Lactulose,225102
Lactulose,3037557
Lactulose,3278275
Lactulose,9819400
Lactulose,11024312
Lactulose,11667300
Lactulose,16217605
Lactulose,16760534
Lactulose,24802260
Lactulose,45039641
Lactulose,56971649
Lactulose,66964417
Lactulose,122173797
Lactulose,131839611
Levofloxacin,4583
Levofloxacin,149096
Levofloxacin,452723
Levofloxacin,3033924
Levofloxacin,10316633
Levofloxacin,11089686
Levofloxacin,11111169
Levofloxacin,11717450
Levofloxacin,44326612
Levofloxacin,45357523
Levofloxacin,66709612
Loperamide,3955
Loperamide,71420
Loperamide,71421
Loperamide,9912841
Loperamide,21149487
Loperamide,57516049
Metoclopramide,4168
Metoclopramide,23659
Metoclopramide,98357
Metoclopramide,12598248
Metoclopramide,134688428
Metronidazole,4173
Metronidazole,69715
Metronidazole,5326859
Metronidazole,54682235
Metronidazole,54742562
Palonosetron,148210
Palonosetron,148211
Palonosetron,6101833
Palonosetron,6337614
Palonosetron,9882672
Palonosetron,10804342
Palonosetron,15491725
Palonosetron,15656882
Palonosetron,15656883
Palonosetron,22866646
Palonosetron,139592445
Papaverine,4680
Papaverine,6084
Papaverine,9576097
Phenolphthalein,4764
Phenolphthalein,9723
Phenolphthalein,66494
Phenolphthalein,78005
Phenolphthalein,2735117
Rosiglitazone,5098
Rosiglitazone,77999
Rosiglitazone,234769
Rosiglitazone,445655
Rosiglitazone,5281055
Rosiglitazone,9865387
Rosiglitazone,10021239
Rosiglitazone,10570460
Rosiglitazone,10642333
Rosiglitazone,10666307
Rosiglitazone,10713477
Rosiglitazone,25225106
Rosiglitazone,53805115
Rosiglitazone,127054492
Botulinum toxin type A,
Ascorbic acid,5176753
Ascorbic acid,6713932
Ascorbic acid,6927060
Ascorbic acid,7048614
Ascorbic acid,9888239
Ascorbic acid,11425365
Ascorbic acid,23394374
Ascorbic acid,25200375
Ascorbic acid,54670067
Ascorbic acid,54676315
Ascorbic acid,54676536
Ascorbic acid,54676860
Ascorbic acid,54676865
Ascorbic acid,54690394
Ascorbic acid,54718084
Ascorbic acid,71660639
Ascorbic acid,135920955
Ascorbic acid,135920957
Ascorbic acid,135920958
Paclitaxel,3320
Paclitaxel,4666
Paclitaxel,36314
Paclitaxel,441276
Paclitaxel,5352019
Paclitaxel,6419958
Paclitaxel,6713921
Paclitaxel,6915727
Paclitaxel,16760674
Paclitaxel,23636632
Paclitaxel,24791027
Paclitaxel,44155032
Paclitaxel,53313247
Paclitaxel,58225467
Paclitaxel,60119294
Paclitaxel,73759704
Paclitaxel,87381655
Paclitaxel,91885464
Paclitaxel,122361554
Paclitaxel,138393445
Paclitaxel,163284947
Rosuvastatin,446157
Rosuvastatin,656606
Rosuvastatin,4475485
Rosuvastatin,4979943
Rosuvastatin,5282455
Rosuvastatin,5288194
Rosuvastatin,6239562
Rosuvastatin,6436659
Rosuvastatin,6439133
Rosuvastatin,9869776
Rosuvastatin,10814617
Rosuvastatin,11202081
Rosuvastatin,12086784
Rosuvastatin,25235015
Rosuvastatin,45114162
Rosuvastatin,45359102
Rosuvastatin,87071853
Rosuvastatin,93091902
Rosuvastatin,146158488
Rosuvastatin,166639752
Isotretinoin,5538
Isotretinoin,444795
Isotretinoin,445925
Isotretinoin,5282379
Isotretinoin,6336229
Isotretinoin,6419708
Isotretinoin,7048538
Isotretinoin,12358678
Isotretinoin,23676748
Isotretinoin,46782872
Isotretinoin,92131342
Isotretinoin,100981955
Doxycycline,373075
Doxycycline,26919727
Doxycycline,54416523
Doxycycline,54671203
Doxycycline,54681535
Doxycycline,54681536
Doxycycline,54684461
Doxycycline,54686183
Doxycycline,54713166
Doxycycline,56924517
Doxycycline,60120150
Doxycycline,126963518
Doxycycline,146157571
Tetracycline,11987689
Tetracycline,11987696
Tetracycline,11987855
Tetracycline,51580080
Tetracycline,54091660
Tetracycline,54675776
Tetracycline,54675777
Tetracycline,54677640
Tetracycline,54681983
Tetracycline,54682235
Tetracycline,54682538
Tetracycline,54685734
Tetracycline,54686181
Tetracycline,54693000
Tetracycline,54699046
Tetracycline,54699147
Tetracycline,54708749
Tetracycline,54730403
Tetracycline,54732961
Tetracycline,129396784
Vitamin A,1070
Vitamin A,1071
Vitamin A,5761
Vitamin A,445354
Vitamin A,638015
Vitamin A,5280382
Vitamin A,5280531
Vitamin A,5354043
Vitamin A,6443049
Vitamin A,6604667
Vitamin A,7048772
Vitamin A,9904001
Vitamin A,9947823
Vitamin A,10565323
Vitamin A,10565457
Vitamin A,10637128
Vitamin A,10732134
Vitamin A,10851009
Vitamin A,11173703
Vitamin A,24771817
Vitamin A,135920955
Vitamin A,135920957
Fentanyl,3345
Fentanyl,13810
Fentanyl,10247155
Fentanyl,154573559
Atropine,3661
Atropine,17184
Atropine,20710
Atropine,64663
Atropine,64692
Atropine,154417
Atropine,174174
Atropine,589354
Atropine,637577
Atropine,656678
Atropine,3000668
Atropine,6321299
Atropine,12057539
Atropine,12677168
Atropine,21608699
Atropine,135920959
Clidinium,2784
Clidinium,6604314
Clidinium,11397907
Clidinium,24867263
Dicyclomine,3042
Dicyclomine,441344
Hyoscyamine,3661
Hyoscyamine,5927
Hyoscyamine,36634
Hyoscyamine,64691
Hyoscyamine,64692
Hyoscyamine,64697
Hyoscyamine,154417
Hyoscyamine,166829
Hyoscyamine,167079
Hyoscyamine,174174
Hyoscyamine,637577
Hyoscyamine,5318386
Hyoscyamine,6334600
Hyoscyamine,6931560
Hyoscyamine,9862125
Hyoscyamine,21608699
Hyoscyamine,78358485
Mazindol,4020
Mazindol,100069
Morphine,4253
Morphine,408117
Morphine,5288826
Morphine,9795834
Morphine,23253564
Morphine,24181768
Morphine (liposomal),
Nabilone,39860
Nabilone,91906
Nabilone,5284592
Phentermine,4771
Phentermine,70969
Phentermine,23290315
Propantheline,4934
Propantheline,4935
Propantheline,9279
Propantheline,83364
Propantheline,6436484
Scopolamine,5184
Scopolamine,5809
Scopolamine,71183
Scopolamine,153311
Scopolamine,450840
Scopolamine,452977
Scopolamine,638340
Scopolamine,673473
Scopolamine,2723877
Scopolamine,3000322
Scopolamine,3081743
Scopolamine,3246242
Scopolamine,5284456
Scopolamine,5702114
Scopolamine,6325382
Scopolamine,6432494
Scopolamine,6451257
Scopolamine,6604698
Scopolamine,6713754
Scopolamine,9808333
Scopolamine,9889433
Scopolamine,9916237
Scopolamine,10017965
Scopolamine,10267087
Scopolamine,11968014
Scopolamine,16399351
Scopolamine,22833499
Scopolamine,134767951
Scopolamine,135594347
Trospium,5596
Trospium,107979
Trospium,5284631
Trospium,5284632
Trospium,24804376
Acetylsalicylic acid,2244
Acetylsalicylic acid,10745
Acetylsalicylic acid,3434975
Acetylsalicylic acid,18681509
Glycerol phenylbutyrate,10482134
Glycerol phenylbutyrate,129863941
Magaldrate,3086011
Magaldrate,6336542
Magaldrate,44152596
Magaldrate,90475836
Magaldrate,122706784
Magnesium carbonate,11029
Magnesium carbonate,71376
Magnesium carbonate,521529
Magnesium carbonate,16211618
Magnesium carbonate,21917310
Magnesium carbonate,24848024
Magnesium carbonate,44134808
Magnesium carbonate,59048828
Magnesium carbonate,90471981
Magnesium hydroxide,14791
Magnesium hydroxide,73981
Magnesium hydroxide,184231
Magnesium hydroxide,21225543
Magnesium hydroxide,24848157
Nizatidine,4513
Nizatidine,76444
Nizatidine,466146
Nizatidine,3033637
Nizatidine,5353831
Ranitidine,3289
Ranitidine,5039
Ranitidine,47909
Ranitidine,657345
Ranitidine,3001055
Ranitidine,3033332
Ranitidine,6603542
Ranitidine,9883333
Ranitidine,22366319
Ranitidine,139057843
Ranitidine (bismuth citrate),62984
Ranitidine (bismuth citrate),3033887
Acarbose,9161
Acarbose,41774
Acarbose,92045
Acarbose,136736
Acarbose,441184
Acarbose,444254
Acarbose,445421
Acarbose,508375
Acarbose,4432690
Acarbose,6917714
Acarbose,9811704
Acarbose,10627975
Acarbose,18397995
Acarbose,21021667
Acarbose,44891366
Acarbose,70702327
Acarbose,71312704
Acarbose,86583399
Acarbose,122172882
Acarbose,123133965
Acarbose,129010024
Acarbose,131632341
Acarbose,134694648
Acarbose,137705988
Acarbose,163284948
Alclometasone (topical),
Lipoic acid,864
Lipoic acid,6112
Lipoic acid,8892
Lipoic acid,445125
Lipoic acid,1549102
Lipoic acid,1549144
Lipoic acid,5460326
Lipoic acid,6992093
Lipoic acid,12542940
Lipoic acid,17827917
Lipoic acid,127021014
Asparaginase Escherichia coli,
Bortezomib,93860
Bortezomib,387447
Bortezomib,5213527
Bortezomib,5328940
Bortezomib,9952007
Bortezomib,23668198
Bortezomib,24871309
Bortezomib,70274896
Dicoumarol,4474225
Dicoumarol,54676038
Dicoumarol,54743940
Diethylstilbestrol,3054
Diethylstilbestrol,4284
Diethylstilbestrol,448537
Diethylstilbestrol,688057
Diethylstilbestrol,77519599
Diflorasone (topical),
Goserelin,47725
Goserelin,5311128
Goserelin,11980055
Goserelin,16052011
Goserelin,90474525
Goserelin,132274285
Goserelin,145705878
Goserelin,163199143
Indinavir,3706
Indinavir,20972
Indinavir,60944
Indinavir,60958
Indinavir,5362440
Indinavir,5462355
Indinavir,5479511
Indinavir,5484730
Indinavir,12087375
Indinavir,123133891
Indinavir,131632872
Indinavir,134693149
Interferon beta-1a,
Interferon beta-1b,
Leuprolide,3911
Leuprolide,82154
Leuprolide,82929
Leuprolide,441410
Leuprolide,657180
Leuprolide,657181
Leuprolide,12503355
Leuprolide,90488782
Leuprolide,119090965
Liothyronine,861
Liothyronine,5920
Liothyronine,71212
Liothyronine,71283
Liothyronine,16760684
Liothyronine,23666110
Moxifloxacin,4259
Moxifloxacin,101526
Moxifloxacin,152946
Moxifloxacin,5742713
Moxifloxacin,10549150
Moxifloxacin,11632736
Moxifloxacin,22965605
Moxifloxacin,44326594
Moxifloxacin,169444413
Nelfinavir,4451
Nelfinavir,64142
Nelfinavir,64143
Nelfinavir,480161
Nelfinavir,5279250
Nelfinavir,10578931
Nelfinavir,10721715
Nelfinavir,12047302
Nelfinavir,21252500
Nelfinavir,71594510
Nelfinavir,134693944
Nelfinavir,137704597
Octreotide,54373
Octreotide,54374
Octreotide,127657
Octreotide,383413
Octreotide,383414
Octreotide,448601
Octreotide,6400441
Octreotide,44311916
Octreotide,44420813
Octreotide,57181882
Octreotide,86289069
Octreotide,90488715
Octreotide,122173801
Octreotide,123134636
Octreotide,132471295
Octreotide,138107728
Octreotide,155903738
Octreotide,166639087
Pancrelipase,8519
Pegaspargase,436058
Pegvisomant,
Phenytoin,1775
Phenytoin,3312
Phenytoin,4787
Phenytoin,657302
Phenytoin,9795547
Phenytoin,21935075
Sermorelin,16129620
Sermorelin,16132413
Sermorelin,53396046
Sermorelin,121235530
Sermorelin,131954786
Somatotropin,168009821
Thyrotropin alfa,32281
Torasemide,41781
Torasemide,11845084
Torasemide,29920982
Torasemide,139076474
Ziprasidone,12222
Ziprasidone,60853
Ziprasidone,60854
Ziprasidone,219099
Ziprasidone,25010738
Ziprasidone,25216238
Lidocaine,3676
Lidocaine,3924
Lidocaine,11436229
Lidocaine,11720242
Lidocaine,21217197
Lidocaine,24848014
Lidocaine,24848129
Lidocaine,54676228
Phenylephrine,4782
Phenylephrine,6041
Phenylephrine,71546
Phenylephrine,449888
Phenylephrine,450792
Phenylephrine,6926378
Phenylephrine,11819418
Chlorpheniramine,2725
Chlorpheniramine,33036
Chlorpheniramine,716121
Chlorpheniramine,5281068
Chlorpheniramine,5284366
Chlorpheniramine,45359065
Glimepiride,3157
Glimepiride,3476
Glimepiride,627326
Glimepiride,11787804
Glimepiride,18432401
Glimepiride,24848073
Glimepiride,25235759
Glycopyrronium,3494
Glycopyrronium,11693
Glycopyrronium,9933193
Glycopyrronium (topical),
Insulin human,16129672
Insulin human,118984375
Insulin glargine,44146714
Insulin glargine,118984454
Insulin glargine,139600551
"Insulin human (inhalation, rapid acting)",
Insulin human (isophane),
Insulin lispro,16132438
Insulin lispro,118984450
Insulin lispro (protamine),
Insulin human (regular),
Insulin human (zinc),
Insulin human (zinc extended),
Potassium chloride,312
Potassium chloride,4873
Potassium chloride,5234
Potassium chloride,3237799
Potassium chloride,6914544
Potassium chloride,13879490
Potassium chloride,24847993
Potassium chloride,24847994
Potassium chloride,24847995
Potassium chloride,24847996
Potassium chloride,24847997
Potassium chloride,24848000
Potassium chloride,24848001
Potassium chloride,24848002
Potassium chloride,24848003
Potassium chloride,24848005
Potassium chloride,24848006
Potassium chloride,24848007
Potassium chloride,24848008
Potassium chloride,24848009
Potassium chloride,24848010
Potassium chloride,24848011
Potassium chloride,24848101
Potassium chloride,24848102
Potassium chloride,24848104
Potassium chloride,24848142
Potassium chloride,24848143
Potassium chloride,24848144
Potassium chloride,24848145
Potassium chloride,24848146
Potassium chloride,24848147
Potassium chloride,24848148
Potassium chloride,24848149
Potassium chloride,24848150
Potassium chloride,24848151
Potassium chloride,24848163
Dextromethorphan,3008
Dextromethorphan,81583
Dextromethorphan,5360696
Dextromethorphan,5362449
Dextromethorphan,5483943
Dextromethorphan,5702040
Dextromethorphan,6916184
Dextromethorphan,6916323
Dextromethorphan,11957506
Acetohexamide,1989
Acetohexamide,604961
Acebutolol,1978
Acebutolol,155082
Acebutolol,155083
Acebutolol,441307
Chlorpropamide,2727
Chlorpropamide,94385
Chlorpropamide,2412385
Epinephrine,838
Epinephrine,5816
Epinephrine,247704
Epinephrine,450783
Epinephrine,3043678
Epinephrine,6420088
Epinephrine,24847989
Epinephrine,24848052
Glipizide,3478
Glipizide,34470
Glipizide,96196
Glipizide,24848074
Glipizide,44634488
Glipizide,46700731
Glipizide,71315774
Tolazamide,5503
Tolazamide,517842
Tolazamide,70977207
Tolbutamide,3209
Tolbutamide,5505
Tolbutamide,23440795
Hydrocortisone (topical),
Miglitol,51577
Miglitol,441314
Miglitol,6710690
Miglitol,71749029
Miglitol,101043625
Miglitol,124397038
Miglitol,126968784
Miglitol,134693994
Acetaminophen,1983
Acetaminophen,636044
Acetaminophen,3081207
Acetaminophen,6321309
Acetaminophen,10441890
Acetaminophen,10464506
Acetaminophen,10654423
Acetaminophen,10749384
Acetaminophen,10986410
